accuracy,precision,recall,f1,mcc,balanced_accuracy,gmean,fbeta_2,brier,roc_auc,pr_auc,scenario,model
0.9993679930619683,0.9534883720930233,0.6666666666666666,0.784688995215311,0.7970074899938039,0.8333051955284339,0.8164736061829968,0.7093425605536332,0.0004961396440207322,0.9455151477327691,0.8155639943510488,sem_balanceamento,svm_rbf
